sample_index,micros,ax,ay,az
1099,462133703,29,29,4347
1100,462134102,29,29,4347
1101,462134500,27,5,4352
1102,462134901,27,5,4352
1103,462135298,29,8,4369
1104,462135678,29,8,4369
1105,462136064,29,8,4369
1106,462136458,17,38,4415
1107,462136840,17,38,4415
1108,462137220,-4,34,4421
1109,462137611,-4,34,4421
1110,462138027,-4,34,4421
1111,462138422,11,51,4425
1112,462138829,11,51,4425
1113,462139210,28,75,4425
1114,462139608,28,75,4425
1115,462140014,28,75,4425
1116,462140407,44,54,4396
1117,462140801,44,54,4396
1118,462141194,54,37,4406
1119,462141585,54,37,4406
1120,462141989,54,37,4406
1121,462142384,44,45,4411
1122,462142782,44,45,4411
1123,462143177,29,58,4382
1124,462143565,29,58,4382
1125,462143972,29,58,4382
1126,462144364,50,49,4391
1127,462144759,50,49,4391
1128,462145158,52,50,4402
1129,462145548,52,50,4402
1130,462145934,52,50,4402
1131,462146328,25,44,4388
1132,462146735,25,44,4388
1133,462147122,39,23,4361
1134,462147527,39,23,4361
